image_path,product_type,freshness,label,split
Carrot_Rotten/rottenCarrot (33).jpg,carrot,rotten,1,train
Pomegranate_Rotten/IMG_20190822_084643_1.jpg,pomegranate,rotten,1,train
Guava_Rotten/IMG_20190824_180222.jpg,guava,rotten,1,train
Orange_Rotten/IMG_2401.JPG,orange,rotten,1,train
Pomegranate_Fresh/FreshPomegranate (163)!.jpg,pomegranate,fresh,0,train
Orange_Fresh/IMG_20190924_153152.jpg,orange,fresh,0,train
Guava_Fresh/IMG_8729.JPG,guava,fresh,0,train
Pomegranate_Fresh/FreshPomegranate (146)!.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/IMG20200728125509.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/IMG_20200823_131808.jpg_0_6580.jpg,bellpepper,fresh,0,train
Peach_Fresh/Image237.jpg,peach,fresh,0,train
Orange_Fresh/translation_Screen Shot 2018-06-12 at 11.59.54 PM.jpg,orange,fresh,0,train
Orange_Fresh/rotated_by_30_Screen Shot 2018-06-12 at 11.55.58 PM.jpg,orange,fresh,0,train
Lime_Rotten/IMG_7422.JPG,lime,rotten,1,train
Bellpepper_Fresh/capsicum3_12.jpg_0_2397.jpg,bellpepper,fresh,0,train
Potato_Fresh/freshPotato (441).jpg,potato,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.47 PM.jpg_0_1632.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/IMG20200728125119_26952.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG_20190822_081343_1.jpg,guava,rotten,1,train
Pomegranate_Fresh/IMG20200728125101.jpg,pomegranate,fresh,0,train
Peach_Fresh/Image529.jpg,peach,fresh,0,train
Potato_Fresh/freshPotato (161).jpg,potato,fresh,0,train
Pomegranate_Rotten/IMG_20190824_180712.jpg,pomegranate,rotten,1,train
Lime_Rotten/IMG_20190820_085553.jpg,lime,rotten,1,train
Orange_Fresh/freshOrange (91)1.jpg,orange,fresh,0,train
Orange_Rotten/rotated_by_15_Screen Shot 2018-06-12 at 11.32.41 PM.jpg,orange,rotten,1,train
Orange_Fresh/Screen Shot 2018-06-13 at 12.08.32 AM.jpg,orange,fresh,0,train
Lime_Rotten/IMG_7606.JPG,lime,rotten,1,train
Potato_Fresh/freshPotato (93).jpg,potato,fresh,0,train
Pomegranate_Rotten/IMG_20190822_085308.jpg,pomegranate,rotten,1,train
Potato_Rotten/rottenPotato (359).jpg,potato,rotten,1,train
Orange_Fresh/FreshOrange (193)!.jpg,orange,fresh,0,train
Guava_Fresh/IMG20200728184235.jpg,guava,fresh,0,train
Guava_Rotten/IMG_20190824_180143.jpg,guava,rotten,1,train
Guava_Fresh/IMG20200728184338_01.jpg,guava,fresh,0,train
Bellpepper_Rotten/rottenPepper (486)1.jpg,bellpepper,rotten,1,train
Lime_Fresh/IMG_20190902_103722.jpg,lime,fresh,0,train
Lime_Fresh/IMG_20190902_104343.jpg,lime,fresh,0,train
Bellpepper_Fresh/Day1A.jpg_0_7316.jpg,bellpepper,fresh,0,train
Orange_Fresh/IMG_20190924_151159.jpg,orange,fresh,0,train
Orange_Rotten/rottenOrange (438)1.jpg,orange,rotten,1,train
Lime_Rotten/IMG_6980.JPG,lime,rotten,1,train
Orange_Fresh/IMG_20190923_184501.jpg,orange,fresh,0,train
Lime_Rotten/IMG_7232.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_153121.jpg,pomegranate,fresh,0,train
Orange_Rotten/rotated_by_15_Screen Shot 2018-06-12 at 11.27.12 PM.jpg,orange,rotten,1,train
Orange_Rotten/IMG20200728185933_01.jpg,orange,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.35.37 PM(1).jpeg_0_5280.jpg,bellpepper,rotten,1,train
Orange_Rotten/IMG_20190923_175707.jpg,orange,rotten,1,train
Grape_Rotten/Image1113.jpg,grape,rotten,1,train
Lime_Fresh/IMG_20190902_111428.jpg,lime,fresh,0,train
Orange_Rotten/rottenOrange (247)1.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_153801_26071.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG_20190824_181552.jpg,guava,rotten,1,train
Mango_Fresh/freshMango (354).jpg,mango,fresh,0,train
Guava_Fresh/FreshGuava (54).jpg,guava,fresh,0,train
Bellpepper_Fresh/freshPepper (496)1.jpg,bellpepper,fresh,0,train
Cucumber_Fresh/Image1377.jpg,cucumber,fresh,0,train
Cucumber_Fresh/freshCucumber (305)1.jpg,cucumber,fresh,0,train
Mango_Rotten/rottenMango (460).jpg,mango,rotten,1,train
Potato_Fresh/freshPotato (562).jpg,potato,fresh,0,train
Papaya_Fresh/Image227.jpg,papaya,fresh,0,train
Orange_Rotten/rotated_by_45_Screen Shot 2018-06-12 at 11.18.34 PM.jpg,orange,rotten,1,train
Orange_Fresh/vertical_flip_Screen Shot 2018-06-13 at 12.10.38 AM.jpg,orange,fresh,0,train
Guava_Fresh/IMG20200728184225.jpg,guava,fresh,0,train
Carrot_Fresh/freshCarrot (229).jpg,carrot,fresh,0,train
Pomegranate_Fresh/20190820_144305.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/freshPepper (61)1.jpg,bellpepper,fresh,0,train
Cucumber_Fresh/freshCucumber (245)1.jpg,cucumber,fresh,0,train
Pomegranate_Fresh/20190820_152703_25110.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/FreshPomegranate (143)!.jpg,pomegranate,fresh,0,train
Strawberry_Fresh/freshStrawberry (274)1.jpg,strawberry,fresh,0,train
Cucumber_Fresh/freshCucumber (308)1.jpg,cucumber,fresh,0,train
Pomegranate_Fresh/20190820_153851_26147.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG_20190824_180822_1.jpg,pomegranate,rotten,1,train
Potato_Rotten/rottenPotato (430).jpg,potato,rotten,1,train
Bellpepper_Rotten/rottenPepper (266)1.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/20190820_151428_24655.jpg,pomegranate,fresh,0,train
Guava_Fresh/FreshGuava (56).jpg,guava,fresh,0,train
Peach_Rotten/Image4381.jpg,peach,rotten,1,train
Kaki_Rotten/Image4141.jpg,kaki,rotten,1,train
Cucumber_Fresh/Image239.jpg,cucumber,fresh,0,train
Bellpepper_Rotten/rottenPepper (185)1.jpg,bellpepper,rotten,1,train
Guava_Rotten/IMG20200728184838_01.jpg,guava,rotten,1,train
Pomegranate_Fresh/20190820_152216_24967.jpg,pomegranate,fresh,0,train
Kaki_Fresh/Image1041.jpg,kaki,fresh,0,train
Pomegranate_Fresh/20190820_150157_24043.jpg,pomegranate,fresh,0,train
Orange_Fresh/IMG_20190924_152820.jpg,orange,fresh,0,train
Cucumber_Fresh/freshCucumber (492)1.jpg,cucumber,fresh,0,train
Pear_Fresh/Image187.jpg,pear,fresh,0,train
Bellpepper_Fresh/freshPepper (557)1.jpg,bellpepper,fresh,0,train
Cucumber_Fresh/freshCucumber (367)1.jpg,cucumber,fresh,0,train
Pear_Rotten/Image169.jpg,pear,rotten,1,train
Mango_Rotten/rottenMango (16).jpg,mango,rotten,1,train
Strawberry_Fresh/freshStrawberry (205)1.jpg,strawberry,fresh,0,train
Strawberry_Fresh/FreshStrawberry (41)!.jpg,strawberry,fresh,0,train
Pomegranate_Rotten/IMG_20190824_181245.jpg,pomegranate,rotten,1,train
Pomegranate_Fresh/20190820_153727_26000.jpg,pomegranate,fresh,0,train
Lime_Fresh/IMG_20190902_104526.jpg,lime,fresh,0,train
Cucumber_Fresh/freshCucumber (189)1.jpg,cucumber,fresh,0,train
Mango_Fresh/freshMango (347).jpg,mango,fresh,0,train
Bellpepper_Fresh/IMG_20200824_182316.jpg_0_1604.jpg,bellpepper,fresh,0,train
Orange_Rotten/rotated_by_75_Screen Shot 2018-06-12 at 11.33.55 PM.jpg,orange,rotten,1,train
Peach_Fresh/Image383.jpg,peach,fresh,0,train
Pomegranate_Fresh/20190820_153229_25579.jpg,pomegranate,fresh,0,train
Orange_Rotten/RottenOrange (86)!.jpg,orange,rotten,1,train
Strawberry_Rotten/RottenStrawberry (50)!.jpg,strawberry,rotten,1,train
Pomegranate_Fresh/20190820_153613.jpg,pomegranate,fresh,0,train
Kaki_Rotten/Image3729.jpg,kaki,rotten,1,train
Grape_Rotten/Image1189.jpg,grape,rotten,1,train
Orange_Rotten/rottenOrange (575)1.jpg,orange,rotten,1,train
Pomegranate_Rotten/IMG_20190824_180910_1.jpg,pomegranate,rotten,1,train
Strawberry_Fresh/FreshStrawberry (176)!.jpg,strawberry,fresh,0,train
Orange_Fresh/rotated_by_45_Screen Shot 2018-06-13 at 12.15.13 AM.jpg,orange,fresh,0,train
Pomegranate_Fresh/20190820_150533_24202.jpg,pomegranate,fresh,0,train
Grapes_Rotten/RottenGrape (123).jpg,grapes,rotten,1,train
Carrot_Fresh/freshCarrot (136).jpg,carrot,fresh,0,train
Pomegranate_Fresh/20190820_150126.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_152711_25131.jpg,pomegranate,fresh,0,train
Papaya_Rotten/Image1849.jpg,papaya,rotten,1,train
Strawberry_Rotten/RottenStrawberry (127)!.jpg,strawberry,rotten,1,train
Strawberry_Fresh/FreshStrawberry (117)!.jpg,strawberry,fresh,0,train
Strawberry_Fresh/freshStrawberry (444)1.jpg,strawberry,fresh,0,train
Pomegranate_Fresh/20190820_152758_25194.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/IMG_20200825_144655.jpg_0_8757.jpg,bellpepper,fresh,0,train
Pomegranate_Fresh/IMG20200728181634_27197.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG_20190822_084001.jpg,pomegranate,rotten,1,train
Bellpepper_Rotten/rottenPepper (244)1.jpg,bellpepper,rotten,1,train
Lime_Rotten/IMG_20190923_183937.jpg,lime,rotten,1,train
Pomegranate_Fresh/20190820_152912_25296.jpg,pomegranate,fresh,0,train
Jujube_Rotten/RottenJujube (119).jpg,jujube,rotten,1,train
Grape_Fresh/Image365.jpg,grape,fresh,0,train
Cucumber_Rotten/rottenCucumber (35)1.jpg,cucumber,rotten,1,train
Pomegranate_Fresh/20190820_154639_26711.jpg,pomegranate,fresh,0,train
Orange_Rotten/IMG_20190923_175756.jpg,orange,rotten,1,train
Guava_Rotten/RottenGuava (143).jpg,guava,rotten,1,train
Papaya_Fresh/Image105.jpg,papaya,fresh,0,train
Bitter_Gourd_Rotten/IMG_20200824_182241.jpg_0_3691.jpg,bitter_gourd,rotten,1,train
Orange_Fresh/translation_Screen Shot 2018-06-12 at 11.53.12 PM.jpg,orange,fresh,0,train
Lime_Fresh/IMG_20190902_104431_1.jpg,lime,fresh,0,train
Pomegranate_Fresh/20190820_143628.jpg,pomegranate,fresh,0,train
Orange_Rotten/vertical_flip_Screen Shot 2018-06-12 at 11.40.42 PM.jpg,orange,rotten,1,train
Orange_Rotten/rotated_by_75_Screen Shot 2018-06-12 at 11.38.26 PM.jpg,orange,rotten,1,train
Mango_Rotten/rottenMango (311).jpg,mango,rotten,1,train
Kaki_Rotten/Image4043.jpg,kaki,rotten,1,train
Pomegranate_Fresh/20190820_153657.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/IMG20200728182326_27638.jpg,pomegranate,fresh,0,train
Pear_Fresh/Image99.jpg,pear,fresh,0,train
Pomegranate_Rotten/IMG_20190822_084959.jpg,pomegranate,rotten,1,train
Orange_Fresh/Screen Shot 2018-06-13 at 12.13.24 AM.jpg,orange,fresh,0,train
Grape_Fresh/Image77.jpg,grape,fresh,0,train
Cucumber_Rotten/rottenCucumber (411)1.jpg,cucumber,rotten,1,train
Pomegranate_Fresh/20190820_153033_25391.jpg,pomegranate,fresh,0,train
Pear_Fresh/Image89.jpg,pear,fresh,0,train
Pomegranate_Fresh/20190820_144852_23493.jpg,pomegranate,fresh,0,train
Lime_Rotten/IMG_7678.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_144211_23170.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG20200728182459.jpg,pomegranate,rotten,1,train
Bellpepper_Fresh/capsicum3_7.jpg_0_7825.jpg,bellpepper,fresh,0,train
Pomegranate_Rotten/IMG_20190829_071955.jpg,pomegranate,rotten,1,train
Lime_Rotten/IMG_20190822_075750_1.jpg,lime,rotten,1,train
Pomegranate_Fresh/FreshPomegranate (171)!.jpg,pomegranate,fresh,0,train
Orange_Rotten/Screen Shot 2018-06-12 at 11.45.12 PM.jpg,orange,rotten,1,train
Bellpepper_Fresh/IMG_20200822_223854.jpg_0_3006.jpg,bellpepper,fresh,0,train
Strawberry_Fresh/freshStrawberry (571)1.jpg,strawberry,fresh,0,train
Pear_Rotten/Image73.jpg,pear,rotten,1,train
Jujube_Rotten/RottenJujube (33).jpg,jujube,rotten,1,train
Bellpepper_Fresh/Image13.jpg,bellpepper,fresh,0,train
Potato_Rotten/rottenPotato (347).jpg,potato,rotten,1,train
Pomegranate_Fresh/20190820_150107_23961.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/rottenPepper (205)1.jpg,bellpepper,rotten,1,train
Grapes_Rotten/RottenGrape (134).jpg,grapes,rotten,1,train
Guava_Fresh/20190813_121641.jpg,guava,fresh,0,train
Orange_Rotten/rotated_by_15_Screen Shot 2018-06-12 at 11.32.21 PM.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_150319_24081.jpg,pomegranate,fresh,0,train
Orange_Fresh/FreshOrange (192)!.jpg,orange,fresh,0,train
Potato_Rotten/rottenPotato (144).jpg,potato,rotten,1,train
Pomegranate_Fresh/20190820_150122.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/freshPepper (497)1.jpg,bellpepper,fresh,0,train
Pomegranate_Fresh/20190820_144524_23296.jpg,pomegranate,fresh,0,train
Potato_Rotten/rottenPotato (358).jpg,potato,rotten,1,train
Lime_Rotten/IMG_20190822_075733_1.jpg,lime,rotten,1,train
Orange_Rotten/rotated_by_60_Screen Shot 2018-06-12 at 11.19.01 PM.jpg,orange,rotten,1,train
Orange_Fresh/freshOrange (37)1.jpg,orange,fresh,0,train
Guava_Fresh/IMG_8844.JPG,guava,fresh,0,train
Lime_Fresh/IMG20200728191237.jpg,lime,fresh,0,train
Guava_Fresh/IMG_8784.JPG,guava,fresh,0,train
Guava_Rotten/IMG_20190829_072448.jpg,guava,rotten,1,train
Guava_Rotten/IMG_20190829_072448_1.jpg,guava,rotten,1,train
Pomegranate_Fresh/20190820_144209_23166.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.46 PM.jpg_0_4516.jpg,bellpepper,rotten,1,train
Orange_Fresh/IMG20200729173757.jpg,orange,fresh,0,train
Pomegranate_Fresh/FreshPomegranate (54)!.jpg,pomegranate,fresh,0,train
Orange_Fresh/IMG_2614.JPG,orange,fresh,0,train
Guava_Rotten/IMG_20190822_080218.jpg,guava,rotten,1,train
Peach_Fresh/Image851.jpg,peach,fresh,0,train
Bellpepper_Fresh/freshPepper (470)1.jpg,bellpepper,fresh,0,train
Pomegranate_Fresh/20190820_151534_24708.jpg,pomegranate,fresh,0,train
Strawberry_Rotten/rottenStrawberry (12)1.jpeg,strawberry,rotten,1,train
Orange_Rotten/translation_Screen Shot 2018-06-12 at 11.36.14 PM.jpg,orange,rotten,1,train
Grapes_Fresh/FreshGrape (51)!.jpg,grapes,fresh,0,train
Bellpepper_Rotten/Image263.jpg,bellpepper,rotten,1,train
Cucumber_Fresh/freshCucumber (33)1.jpg,cucumber,fresh,0,train
Carrot_Rotten/rottenCarrot (406).jpg,carrot,rotten,1,train
Guava_Fresh/IMG_8840.JPG,guava,fresh,0,train
Carrot_Fresh/freshCarrot (9).jpeg,carrot,fresh,0,train
Strawberry_Fresh/freshStrawberry (250)1.jpg,strawberry,fresh,0,train
Orange_Fresh/rotated_by_30_Screen Shot 2018-06-13 at 12.02.33 AM.jpg,orange,fresh,0,train
Pomegranate_Fresh/20190820_144209.jpg,pomegranate,fresh,0,train
Orange_Rotten/rotated_by_15_Screen Shot 2018-06-12 at 11.41.52 PM.jpg,orange,rotten,1,train
Orange_Fresh/rotated_by_60_Screen Shot 2018-06-13 at 12.19.17 AM.jpg,orange,fresh,0,train
Grapes_Rotten/RottenGrape (116).jpg,grapes,rotten,1,train
Jujube_Rotten/RottenJujube (166).jpg,jujube,rotten,1,train
Pomegranate_Rotten/IMG_20190822_085041.jpg,pomegranate,rotten,1,train
Orange_Rotten/rottenOrange (484)1.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_154727_26770.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_153713_25979.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG_20190822_080710.jpg,guava,rotten,1,train
Guava_Rotten/IMG_20190824_181615.jpg,guava,rotten,1,train
Lime_Rotten/IMG_7644.JPG,lime,rotten,1,train
Peach_Fresh/Image227.jpg,peach,fresh,0,train
Bellpepper_Fresh/freshPepper (469)1.jpg,bellpepper,fresh,0,train
Kaki_Fresh/Image65.jpg,kaki,fresh,0,train
Guava_Rotten/IMG_20190822_080645.jpg,guava,rotten,1,train
Guava_Rotten/IMG_20190822_081333_1.jpg,guava,rotten,1,train
Pomegranate_Rotten/IMG_20190822_085107.jpg,pomegranate,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpg_0_8447.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/20190820_152203_24947.jpg,pomegranate,fresh,0,train
Cucumber_Rotten/Image25.jpg,cucumber,rotten,1,train
Pomegranate_Fresh/20190820_153830_26100.jpg,pomegranate,fresh,0,train
Mango_Rotten/rottenMango (484).jpg,mango,rotten,1,train
Lime_Rotten/IMG_7545.JPG,lime,rotten,1,train
Mango_Rotten/rottenMango (116).jpg,mango,rotten,1,train
Pomegranate_Fresh/20190820_154118_26288.jpg,pomegranate,fresh,0,train
Mango_Rotten/rottenMango (88).jpg,mango,rotten,1,train
Bellpepper_Fresh/freshPepper (123)1.jpg,bellpepper,fresh,0,train
Strawberry_Fresh/freshStrawberry (24)1.jpg,strawberry,fresh,0,train
Orange_Rotten/vertical_flip_Screen Shot 2018-06-12 at 11.41.26 PM.jpg,orange,rotten,1,train
Orange_Fresh/IMG_20190924_153501.jpg,orange,fresh,0,train
Guava_Fresh/20190813_131314.jpg,guava,fresh,0,train
Kaki_Fresh/Image261.jpg,kaki,fresh,0,train
Carrot_Rotten/rottenCarrot (143).jpg,carrot,rotten,1,train
Pomegranate_Fresh/IMG20200728181936_27332.jpg,pomegranate,fresh,0,train
Strawberry_Rotten/rottenStrawberry (459)1.jpg,strawberry,rotten,1,train
Orange_Rotten/rotated_by_45_Screen Shot 2018-06-12 at 11.32.33 PM.jpg,orange,rotten,1,train
Mango_Fresh/freshMango (234).jpg,mango,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.35.36 PM.jpg_0_5999.jpg,bellpepper,rotten,1,train
Carrot_Fresh/freshCarrot (550).jpg,carrot,fresh,0,train
Orange_Fresh/translation_Screen Shot 2018-06-13 at 12.14.43 AM.jpg,orange,fresh,0,train
Mango_Fresh/freshMango (104).jpg,mango,fresh,0,train
Jujube_Rotten/RottenJujube (169).jpg,jujube,rotten,1,train
Pear_Fresh/Image501.jpg,pear,fresh,0,train
Cucumber_Fresh/Image1419.jpg,cucumber,fresh,0,train
Orange_Rotten/rotated_by_30_Screen Shot 2018-06-12 at 11.38.52 PM.jpg,orange,rotten,1,train
Bellpepper_Rotten/rottenPepper (577)1.jpg,bellpepper,rotten,1,train
Orange_Rotten/rottenOrange (426)1.jpg,orange,rotten,1,train
Pomegranate_Fresh/IMG20200728125101_26938.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/rottenPepper (477)1.jpg,bellpepper,rotten,1,train
Jujube_Fresh/FreshJujube (180).jpg,jujube,fresh,0,train
Bellpepper_Fresh/IMG_20200825_144640.jpg_0_7530.jpg,bellpepper,fresh,0,train
Orange_Rotten/IMG20200728190152.jpg,orange,rotten,1,train
Cucumber_Rotten/rottenCucumber (160)1.jpg,cucumber,rotten,1,train
Pomegranate_Fresh/20190820_154639.jpg,pomegranate,fresh,0,train
Carrot_Fresh/freshCarrot (508).jpg,carrot,fresh,0,train
Lime_Rotten/IMG20200728190840.jpg,lime,rotten,1,train
Cucumber_Rotten/rottenCucumber (572)1.jpg,cucumber,rotten,1,train
Grape_Fresh/Image193.jpg,grape,fresh,0,train
Carrot_Rotten/rottenCarrot (567).jpg,carrot,rotten,1,train
Orange_Fresh/IMG20200729173822.jpg,orange,fresh,0,train
Grapes_Rotten/RottenGrape (183).jpg,grapes,rotten,1,train
Strawberry_Rotten/rottenStrawberry (43)1.jpg,strawberry,rotten,1,train
Lime_Rotten/IMG_7447.JPG,lime,rotten,1,train
Lime_Rotten/IMG_7308.JPG,lime,rotten,1,train
Cucumber_Fresh/Image1359.jpg,cucumber,fresh,0,train
Lime_Fresh/IMG_20190902_111053_1.jpg,lime,fresh,0,train
Pomegranate_Fresh/20190820_151325_24566.jpg,pomegranate,fresh,0,train
Peach_Rotten/Image4603.jpg,peach,rotten,1,train
Pomegranate_Fresh/20190820_153230.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/capsicum3_5.jpg_0_3467.jpg,bellpepper,fresh,0,train
Orange_Fresh/freshOrange (187)1.jpg,orange,fresh,0,train
Pomegranate_Fresh/20190820_154208_26372.jpg,pomegranate,fresh,0,train
Cucumber_Fresh/freshCucumber (324)1.jpg,cucumber,fresh,0,train
Grapes_Fresh/FreshGrape (91)!.jpg,grapes,fresh,0,train
Jujube_Rotten/RottenJujube (83).jpg,jujube,rotten,1,train
Lime_Rotten/IMG_7035.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_144637_23342.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/freshPepper (555)1.jpg,bellpepper,fresh,0,train
Pomegranate_Fresh/20190820_154638.jpg,pomegranate,fresh,0,train
Bellpepper_Fresh/IMG_20200825_144640.jpg_0_610.jpg,bellpepper,fresh,0,train
Bellpepper_Fresh/freshPepper (320)1.jpg,bellpepper,fresh,0,train
Bellpepper_Fresh/Day3.jpg_0_9.jpg,bellpepper,fresh,0,train
Carrot_Fresh/freshCarrot (539).jpg,carrot,fresh,0,train
Pomegranate_Rotten/RottenPomegranate (167)!.jpg,pomegranate,rotten,1,train
Guava_Rotten/IMG_20190822_080147.jpg,guava,rotten,1,train
Bitter_Gourd_Rotten/IMG_20200825_144551.jpg_0_5677.jpg,bitter_gourd,rotten,1,train
Lime_Rotten/IMG_7442.JPG,lime,rotten,1,train
Watermelon_Fresh/Image29.jpg,watermelon,fresh,0,train
Orange_Fresh/IMG_20190924_151119.jpg,orange,fresh,0,train
Carrot_Rotten/rottenCarrot (307).jpg,carrot,rotten,1,train
Orange_Fresh/IMG_2229.JPG,orange,fresh,0,train
Orange_Fresh/IMG_20190924_153545.jpg,orange,fresh,0,train
Lime_Rotten/IMG_7493.JPG,lime,rotten,1,train
Orange_Rotten/IMG_20190824_174910.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_153038_25403.jpg,pomegranate,fresh,0,train
Guava_Rotten/RottenGuava (31).jpg,guava,rotten,1,train
Mango_Rotten/rottenMango (96).jpg,mango,rotten,1,train
Watermelon_Rotten/Image221.jpg,watermelon,rotten,1,train
Lime_Rotten/IMG_7542.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_145559_23683.jpg,pomegranate,fresh,0,train
Potato_Rotten/rottenPotato (212).jpg,potato,rotten,1,train
Pomegranate_Fresh/IMG20200728182056_27392.jpg,pomegranate,fresh,0,train
Jujube_Fresh/FreshJujube (110).jpg,jujube,fresh,0,train
Orange_Fresh/freshOrange (52)1.jpg,orange,fresh,0,train
Peach_Rotten/Image4145.jpg,peach,rotten,1,train
Orange_Fresh/rotated_by_45_Screen Shot 2018-06-13 at 12.07.46 AM.jpg,orange,fresh,0,train
Bellpepper_Fresh/IMG_20200826_172325.jpg_0_6432.jpg,bellpepper,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.43.16 PM.jpeg_0_4255.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/20190820_153736_26017.jpg,pomegranate,fresh,0,train
Grapes_Fresh/FreshGrape (126)!.jpg,grapes,fresh,0,train
Orange_Rotten/rotated_by_60_Screen Shot 2018-06-12 at 11.34.07 PM.jpg,orange,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_4484.jpg,bellpepper,rotten,1,train
Carrot_Fresh/freshCarrot (287).jpg,carrot,fresh,0,train
Orange_Fresh/rotated_by_15_Screen Shot 2018-06-12 at 11.58.18 PM.jpg,orange,fresh,0,train
Strawberry_Rotten/rottenStrawberry (204)1.jpg,strawberry,rotten,1,train
Potato_Fresh/freshPotato (307).jpg,potato,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_4904.jpg,bellpepper,rotten,1,train
Potato_Fresh/freshPotato (385).jpg,potato,fresh,0,train
Potato_Rotten/rottenPotato (54).jpg,potato,rotten,1,train
Bellpepper_Fresh/freshPepper (503)1.jpg,bellpepper,fresh,0,train
Bellpepper_Fresh/IMG_20200825_144639.jpg_0_3227.jpg,bellpepper,fresh,0,train
Guava_Fresh/20190813_130356.jpg,guava,fresh,0,train
Orange_Rotten/IMG20200728190037.jpg,orange,rotten,1,train
Guava_Rotten/IMG_20190822_080903.jpg,guava,rotten,1,train
Papaya_Fresh/Image183.jpg,papaya,fresh,0,train
Cucumber_Fresh/freshCucumber (414)1.jpg,cucumber,fresh,0,train
Strawberry_Fresh/freshStrawberry (185)1.jpg,strawberry,fresh,0,train
Pomegranate_Rotten/RottenPomegranate (174)!.jpg,pomegranate,rotten,1,train
Pomegranate_Fresh/20190820_153700_25956.jpg,pomegranate,fresh,0,train
Orange_Fresh/vertical_flip_Screen Shot 2018-06-12 at 11.57.07 PM.jpg,orange,fresh,0,train
Guava_Fresh/20190813_130213.jpg,guava,fresh,0,train
Pomegranate_Fresh/20190820_150915_24409.jpg,pomegranate,fresh,0,train
Pear_Fresh/Image271.jpg,pear,fresh,0,train
Pomegranate_Fresh/20190820_154750_26818.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG_20190824_180223_1.jpg,guava,rotten,1,train
Orange_Rotten/RottenOrange (68)!.jpg,orange,rotten,1,train
Bellpepper_Fresh/IMG_20200822_223846.jpg_0_223.jpg,bellpepper,fresh,0,train
Cucumber_Fresh/freshCucumber (162)1.jpg,cucumber,fresh,0,train
Orange_Rotten/rottenOrange (98)1.jpg,orange,rotten,1,train
Bellpepper_Rotten/rottenPepper (408)1.jpg,bellpepper,rotten,1,train
Mango_Fresh/freshMango (186).jpg,mango,fresh,0,train
Pomegranate_Fresh/20190820_144428_23271.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_151934_24889.jpg,pomegranate,fresh,0,train
Orange_Rotten/Screen Shot 2018-06-12 at 11.35.59 PM.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_144844_23468.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG_20190822_080847_1.jpg,guava,rotten,1,train
Potato_Fresh/freshPotato (263).jpg,potato,fresh,0,train
Orange_Fresh/IMG20200729173723_01.jpg,orange,fresh,0,train
Guava_Fresh/IMG_8166.JPG,guava,fresh,0,train
Lime_Fresh/IMG_20190902_102625.jpg,lime,fresh,0,train
Lime_Fresh/IMG20200728191402_01.jpg,lime,fresh,0,train
Grape_Rotten/Image1073.jpg,grape,rotten,1,train
