image_path,product_type,freshness,label,split,prediction_score,predicted_label,is_correct,pca_1,pca_2,tsne_1,tsne_2
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\IMG_20190824_180012.jpg,guava,rotten,1,test,0.9966761,rotten,True,-7.146123,2.304151,-33.92038,31.532984
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rottenOrange (191)1.jpg,orange,rotten,1,test,0.97324425,rotten,True,-4.889517,-0.14876744,-26.808764,8.610599
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Rotten\Copy of IMG_20200729_164206.jpg_0_6641.jpg,tomato,rotten,1,test,0.87808466,rotten,True,-2.5068374,-1.2747538,-27.713448,-42.248714
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG20200729173917.jpg,orange,fresh,0,test,0.3178145,fresh,True,0.3755801,-0.92454726,-4.5235176,6.581306
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Fresh\freshCarrot (266).jpg,carrot,fresh,0,test,0.18189472,fresh,True,0.1035147,-4.543166,0.94865966,-44.686813
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153851_26147.jpg,pomegranate,fresh,0,test,0.010063208,fresh,True,4.9468675,2.4307644,25.046995,20.857248
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Rotten\IMG_20190822_084524_1.jpg,pomegranate,rotten,1,test,0.6550691,rotten,True,-0.76869506,2.202859,-10.329283,28.500671
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200822_223846.jpg_0_7279.jpg,bellpepper,fresh,0,test,0.2246094,fresh,True,1.3808149,-3.992421,8.848383,-37.529613
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.55.52 PM.jpg,apple,rotten,1,test,0.7970474,rotten,True,-1.868205,-3.2725883,-21.294392,-23.24837
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.18.57 PM.jpg,banana,rotten,1,test,0.8991082,rotten,True,-3.1892395,6.1230106,-47.836117,13.310368
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\IMG20200728180241.jpg,apple,rotten,1,test,0.9970703,rotten,True,-7.4364595,2.6783552,-39.35873,24.78048
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Rotten\Image2487.jpg,tomato,rotten,1,test,0.86836684,rotten,True,-2.904498,-2.2893295,-33.76165,-24.24379
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\rotated_by_15_Screen Shot 2018-06-08 at 5.02.38 PM.jpg,apple,fresh,0,test,0.09846814,fresh,True,2.5697026,3.6994605,14.708357,42.037533
C:\Users\antoc\FreshOrRotten\data\raw\Papaya_Rotten\Image1813.jpg,papaya,rotten,1,test,0.99098575,rotten,True,-6.4045887,-0.47852457,-47.200565,-10.994019
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\vertical_flip_Screen Shot 2018-06-08 at 5.21.35 PM.jpg,apple,fresh,0,test,0.00403909,fresh,True,6.1511073,5.576495,31.658709,39.111176
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.46.52 PM.jpg,apple,rotten,1,test,0.9188705,rotten,True,-3.1854424,-1.2781534,-31.300905,-38.31269
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.58.57 PM.jpg,apple,rotten,1,test,0.9507992,rotten,True,-3.612279,0.035197373,-32.622288,-40.81305
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rottenOrange (455)1.jpg,orange,rotten,1,test,0.3359675,fresh,False,0.45446464,-3.7806902,12.805437,-22.39337
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_6987.JPG,lime,rotten,1,test,0.99650866,rotten,True,-7.0566797,2.289744,-33.671825,31.623087
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rotated_by_75_Screen Shot 2018-06-12 at 11.29.21 PM.jpg,orange,rotten,1,test,0.5627909,rotten,True,-0.40440485,-2.3376625,0.34181446,-12.729894
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Fresh\freshCarrot (242).jpg,carrot,fresh,0,test,0.20566721,fresh,True,0.8596233,-4.138919,6.848687,-38.967422
C:\Users\antoc\FreshOrRotten\data\raw\Bitter_Gourd_Rotten\IMG_20200824_182221.jpg_0_4951.jpg,bitter_gourd,rotten,1,test,0.99366564,rotten,True,-6.6102934,0.02571064,-40.736717,-1.909778
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Fresh\IMG_20190902_111447.jpg,lime,fresh,0,test,0.02813278,fresh,True,3.9572742,-0.83067197,34.18532,-3.880677
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\IMG20200728185020.jpg,guava,rotten,1,test,0.529668,rotten,True,-0.70305955,-0.63786757,-5.822361,7.582974
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153950_26231.jpg,pomegranate,fresh,0,test,0.00800111,fresh,True,5.3677664,1.628577,32.07744,20.926367
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\IMG_20200725_095424.jpg_0_2177.jpg,tomato,fresh,0,test,0.4749604,fresh,True,-0.42950898,-3.9001544,-1.5334345,-27.100586
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200826_172333.jpg_0_2665.jpg,bellpepper,fresh,0,test,0.102313496,fresh,True,3.1947923,-2.277213,46.660526,-10.025769
C:\Users\antoc\FreshOrRotten\data\raw\Cucumber_Fresh\freshCucumber (435)1.jpg,cucumber,fresh,0,test,0.21479149,fresh,True,4.870696,-2.9590893,54.39157,-16.53644
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_45_Screen Shot 2018-06-12 at 11.53.22 PM.jpg,orange,fresh,0,test,0.12385921,fresh,True,1.2503451,-4.185213,17.761948,-45.70545
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Fresh\IMG_20190902_111312_1.jpg,lime,fresh,0,test,0.08553237,fresh,True,2.4201715,-2.5197358,23.762386,-16.765444
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_151355_24599.jpg,pomegranate,fresh,0,test,0.012458023,fresh,True,4.9403524,0.91712064,33.939762,19.28404
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\freshBanana (203)1.jpg,banana,fresh,0,test,0.37358308,fresh,True,-0.11447399,0.16521484,-2.781202,6.3452106
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\IMG_20200901_181735.jpg_0_7392.jpg,bellpepper,rotten,1,test,0.84678006,rotten,True,-2.3710318,-3.0649166,-16.519966,-19.58949
C:\Users\antoc\FreshOrRotten\data\raw\Kaki_Fresh\Image505.jpg,kaki,fresh,0,test,0.03712024,fresh,True,3.5704725,5.846694,13.105326,47.404594
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\freshApple (306)1.jpg,apple,fresh,0,test,0.04640351,fresh,True,3.5005422,-1.0806208,28.451965,-8.399516
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\IMG_20190824_174948.jpg,orange,rotten,1,test,0.3344326,fresh,False,0.34586218,-3.3153753,12.022726,-39.49421
C:\Users\antoc\FreshOrRotten\data\raw\Pear_Fresh\Image295.jpg,pear,fresh,0,test,0.013029096,fresh,True,4.62187,0.6180594,30.660364,10.852953
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\translation_Screen Shot 2018-06-12 at 9.12.37 PM.jpg,banana,rotten,1,test,0.99993694,rotten,True,-11.87808,5.7601333,-57.050865,11.640508
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_150646_24264.jpg,pomegranate,fresh,0,test,0.002365523,fresh,True,6.8090205,5.4992533,33.918007,38.988697
C:\Users\antoc\FreshOrRotten\data\raw\Potato_Rotten\rottenPotato (119).jpg,potato,rotten,1,test,0.97105557,rotten,True,-4.8973722,6.2319107,-42.53684,18.076096
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\saltandpepper_Screen Shot 2018-06-07 at 2.42.25 PM.jpg,apple,rotten,1,test,0.84201425,rotten,True,-2.265341,-1.6766531,-27.030436,-40.258823
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\RottenBanana (207)!.jpg,banana,rotten,1,test,0.88881946,rotten,True,-3.039744,-2.7853944,-22.262663,-11.173699
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Fresh\freshCarrot (258).jpg,carrot,fresh,0,test,0.35757446,fresh,True,-0.5394943,-3.4575515,-12.270293,-44.190594
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.41.04 PM.jpg,orange,rotten,1,test,0.9426601,rotten,True,-3.816678,-2.2393734,-28.5379,-10.293881
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\20190809_153355.jpg,apple,fresh,0,test,0.07016847,fresh,True,2.8931766,-2.3784513,32.434067,-12.38868
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.38.04 PM.jpg,apple,rotten,1,test,0.9045783,rotten,True,-2.634378,-0.5424606,-29.442314,-46.15672
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_15_Screen Shot 2018-06-12 at 11.55.48 PM.jpg,orange,fresh,0,test,0.17298836,fresh,True,1.8917212,-3.4137683,23.751066,-40.3438
C:\Users\antoc\FreshOrRotten\data\raw\Bitter_Gourd_Fresh\IMG_20200823_131855.jpg_0_536.jpg,bitter_gourd,fresh,0,test,0.011528215,fresh,True,5.0254655,0.96287954,28.243404,7.946288
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\RottenOrange (21)!.jpg,orange,rotten,1,test,0.52791625,rotten,True,-1.3938901,-3.369534,-5.14068,-37.03583
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200822_223846.jpg_0_4101.jpg,bellpepper,fresh,0,test,0.2100076,fresh,True,1.2935874,-4.036026,8.761701,-37.459213
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\RottenApple (20)!.jpg,apple,rotten,1,test,0.97710174,rotten,True,-4.127172,5.838992,-21.425823,44.669308
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\translation_Screen Shot 2018-06-13 at 12.14.09 AM.jpg,orange,fresh,0,test,0.12357095,fresh,True,2.4665813,-3.3391838,23.724833,-40.99914
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\RottenOrange (46)!.jpg,orange,rotten,1,test,0.9332776,rotten,True,-3.311414,-0.6906562,-32.543484,-45.191895
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\saltandpepper_Screen Shot 2018-06-07 at 2.51.16 PM.jpg,apple,rotten,1,test,0.97143644,rotten,True,-5.102564,-1.8101534,-40.24799,-6.046697
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\translation_Screen Shot 2018-06-13 at 12.13.19 AM.jpg,orange,fresh,0,test,0.02944791,fresh,True,4.3365855,-2.6207142,28.32813,-43.002026
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Fresh\freshStrawberry (163)1.jpg,strawberry,fresh,0,test,0.04134382,fresh,True,3.1736984,0.7816457,21.742098,13.696028
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG20200729173819_01.jpg,orange,fresh,0,test,0.025770344,fresh,True,3.899611,-0.109868646,30.680944,2.6415472
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\rotated_by_30_Screen Shot 2018-06-08 at 5.22.20 PM.jpg,apple,fresh,0,test,0.13733816,fresh,True,1.9238676,0.9915014,16.806389,32.503197
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\IMG20200728182312_27614.jpg,pomegranate,fresh,0,test,0.02280907,fresh,True,3.9476354,0.7897313,24.217058,14.149234
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rottenApple (246)1.jpg,apple,rotten,1,test,0.65519446,rotten,True,-1.3795185,-3.0817254,-5.748017,-27.322027
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Fresh\freshStrawberry (489)1.jpg,strawberry,fresh,0,test,0.35486546,fresh,True,0.3414479,2.2909381,-11.65214,19.79162
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.40.42 PM.jpg,orange,rotten,1,test,0.9457556,rotten,True,-4.010512,-1.3451647,-28.001184,-0.10002459
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\Image777.jpg,banana,rotten,1,test,0.9996488,rotten,True,-9.858918,4.772507,-44.772156,29.03806
C:\Users\antoc\FreshOrRotten\data\raw\Grapes_Rotten\RottenGrape (155).jpg,grapes,rotten,1,test,0.2786596,fresh,False,0.78978616,-2.3878157,14.100416,-14.009391
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\translation_Screen Shot 2018-06-12 at 9.07.46 PM.jpg,banana,rotten,1,test,0.9946055,rotten,True,-6.8151054,1.3721819,-41.66804,1.7319344
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\freshBanana (170)1.jpg,banana,fresh,0,test,0.21240175,fresh,True,1.8872192,-3.0761535,35.166164,-18.789608
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Rotten\rottenTomato (401)1.jpg,tomato,rotten,1,test,0.7322745,rotten,True,-1.594753,1.9841464,-13.19337,20.582453
C:\Users\antoc\FreshOrRotten\data\raw\Cucumber_Rotten\Image45.jpg,cucumber,rotten,1,test,0.9819593,rotten,True,-5.7013245,0.6598764,-34.351093,3.8231182
C:\Users\antoc\FreshOrRotten\data\raw\Mango_Rotten\rottenMango (548).jpg,mango,rotten,1,test,0.84294266,rotten,True,-2.701745,-1.2697549,-22.281776,6.822431
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153447_25799.jpg,pomegranate,fresh,0,test,0.02507047,fresh,True,3.7965455,1.8025202,22.31063,17.68495
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\Screen Shot 2018-06-12 at 9.56.28 PM.jpg,banana,fresh,0,test,0.08510969,fresh,True,9.301304,-0.3486967,53.20891,-21.958717
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_7381.JPG,lime,rotten,1,test,0.93047327,rotten,True,-3.7677689,-2.2409146,-24.357195,-10.483387
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\rottenStrawberry (344)1.jpg,strawberry,rotten,1,test,0.6301502,rotten,True,-2.4112027,-3.1265078,-29.594036,-19.47632
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\IMG_20190910_175449_1.jpg,banana,rotten,1,test,0.99923897,rotten,True,-9.408379,2.6858363,-56.976723,6.8797965
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153855_26159.jpg,pomegranate,fresh,0,test,0.011853187,fresh,True,4.7286882,2.4653738,24.65146,20.690826
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\DSCN4157.jpg_0_5844.jpg,tomato,fresh,0,test,0.3167895,fresh,True,0.64745396,3.9261098,6.9262595,51.540554
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\WhatsApp Image 2020-11-07 at 11.30.46 PM.jpg_0_5786.jpg,bellpepper,rotten,1,test,0.18631077,fresh,False,1.6445943,-0.9141063,6.270907,-4.761178
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153713_25979.jpg,pomegranate,fresh,0,test,0.013679444,fresh,True,4.4909325,2.9842153,23.765228,20.74125
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rottenOrange (440)1.jpg,orange,rotten,1,test,0.7123734,rotten,True,-1.6721344,-3.3815453,-10.139674,-20.971235
C:\Users\antoc\FreshOrRotten\data\raw\Watermelon_Rotten\Image215.jpg,watermelon,rotten,1,test,0.50512123,rotten,True,-0.6665053,-3.8861885,-0.67490995,-26.061037
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_150107_23961.jpg,pomegranate,fresh,0,test,0.003666669,fresh,True,6.3306475,4.7379265,32.205563,37.215023
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_3431.jpg,bellpepper,rotten,1,test,0.9161606,rotten,True,-3.4229443,-2.2195468,-25.288298,-10.89422
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.46.43 PM.jpg,apple,rotten,1,test,0.1938248,fresh,False,1.6949508,-0.9173945,4.8097315,-4.4907646
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rottenOrange (391)1.jpg,orange,rotten,1,test,0.75337005,rotten,True,-1.8472799,-3.2399936,-11.093499,-18.411196
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\IMG_20190829_072425.jpg,guava,rotten,1,test,0.9885954,rotten,True,-5.7568884,3.1771286,-32.651745,33.352844
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\rottenStrawberry (510)1.jpg,strawberry,rotten,1,test,0.9256424,rotten,True,-3.5049975,-0.9161289,-21.234327,25.098392
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\freshBanana (196)1.jpg,banana,fresh,0,test,0.2788032,fresh,True,0.45363247,-0.052545507,-2.2773716,6.2477527
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.37.53 PM.jpg,apple,rotten,1,test,0.96758735,rotten,True,-4.8069224,-0.056566868,-38.6713,-36.605194
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-08 at 2.34.51 PM.jpg,apple,rotten,1,test,0.75140613,rotten,True,-1.4014589,-3.4597225,-20.320189,-23.344797
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_75_Screen Shot 2018-06-12 at 11.52.32 PM.jpg,orange,fresh,0,test,0.044314258,fresh,True,3.0813792,-3.2621868,22.55144,-46.200623
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_154151.jpg,pomegranate,fresh,0,test,0.00034425897,fresh,True,9.056379,6.14655,39.85869,38.00355
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\rottenBanana (200)1.jpg,banana,rotten,1,test,0.9997056,rotten,True,-10.201211,4.053822,-56.295555,10.693222
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_144445_23284.jpg,pomegranate,fresh,0,test,0.009128048,fresh,True,6.6939707,-0.91523135,46.06934,0.11888023
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200823_131812.jpg_0_2336.jpg,bellpepper,fresh,0,test,0.0071376716,fresh,True,6.35204,0.46299547,50.04292,-5.9993067
C:\Users\antoc\FreshOrRotten\data\raw\Potato_Rotten\rottenPotato (280).jpg,potato,rotten,1,test,0.038401086,fresh,False,3.2884426,0.5929711,21.338713,13.829181
C:\Users\antoc\FreshOrRotten\data\raw\Potato_Fresh\freshPotato (293).jpg,potato,fresh,0,test,0.26334673,fresh,True,0.8482602,-3.643124,13.73718,-22.401516
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Fresh\IMG20200729172802_01.jpg,guava,fresh,0,test,0.45917127,fresh,True,-0.5809749,0.94311154,-7.0695295,11.695584
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG_20190924_153457.jpg,orange,fresh,0,test,0.06690529,fresh,True,2.8727295,-1.7273473,33.5034,-9.21104
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Rotten\Image2781.jpg,tomato,rotten,1,test,0.9819702,rotten,True,-5.629335,-0.8459808,-42.417656,-10.462054
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\Image1679.jpg,bellpepper,rotten,1,test,0.98393804,rotten,True,-5.3025594,0.5127651,-30.59542,20.274624
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\freshBanana (191)1.jpg,banana,fresh,0,test,0.30248874,fresh,True,0.34902367,-0.68596065,-2.1647615,6.160437
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\IMG_9293.JPG,banana,fresh,0,test,0.108298115,fresh,True,2.2746863,-1.9450612,21.316832,-11.308074
C:\Users\antoc\FreshOrRotten\data\raw\Grape_Fresh\Image391.jpg,grape,fresh,0,test,0.09261087,fresh,True,0.39332148,-4.752635,1.8081415,-47.960537
C:\Users\antoc\FreshOrRotten\data\raw\Bitter_Gourd_Rotten\IMG_20200830_103413.jpg_0_433.jpg,bitter_gourd,rotten,1,test,0.9973877,rotten,True,-7.6772833,6.7517633,-51.6984,11.966341
C:\Users\antoc\FreshOrRotten\data\raw\Bitter_Gourd_Rotten\IMG_20200824_182248.jpg_0_2724.jpg,bitter_gourd,rotten,1,test,0.9766534,rotten,True,-5.0311184,-0.31406456,-36.353165,0.6452475
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Rotten\rottenCarrot (224).jpg,carrot,rotten,1,test,0.9776188,rotten,True,-4.8724394,1.5966198,-25.92494,31.263575
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_7543.JPG,lime,rotten,1,test,0.81352913,rotten,True,-2.4018226,-2.8327403,-12.87789,-17.2911
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Rotten\IMG20200728182901.jpg,pomegranate,rotten,1,test,0.8392656,rotten,True,-0.57157665,-3.6717916,16.513378,2.073003
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\IMG_8754.JPG,banana,fresh,0,test,0.059250046,fresh,True,2.9939017,-1.100001,25.82065,-8.541851
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\freshOrange (283)1.jpg,orange,fresh,0,test,0.09094734,fresh,True,2.7226944,-3.3544226,25.840534,-34.3447
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Fresh\IMG_7925.JPG,guava,fresh,0,test,0.08247589,fresh,True,3.947978,-1.9068727,49.181095,-10.128543
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.55.27 PM.jpg,apple,rotten,1,test,0.86707956,rotten,True,-2.4490387,-1.6124095,-28.547224,-40.392666
C:\Users\antoc\FreshOrRotten\data\raw\Peach_Fresh\Image831.jpg,peach,fresh,0,test,0.11389266,fresh,True,2.3921742,-2.6514285,32.842194,-36.770115
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153333.jpg,pomegranate,fresh,0,test,0.00015811024,fresh,True,9.974924,7.629085,40.514236,39.178783
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_15_Screen Shot 2018-06-13 at 12.20.21 AM.jpg,orange,fresh,0,test,0.3197672,fresh,True,0.7812663,-1.4120057,3.1326623,-5.555737
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.16.41 PM.jpg,apple,rotten,1,test,0.9166341,rotten,True,-3.0162277,-1.0574998,-31.00989,-41.79488
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\capsicum3_1.jpg_0_7606.jpg,bellpepper,fresh,0,test,0.073371336,fresh,True,2.5800164,-0.28029856,8.709706,9.983653
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_75_Screen Shot 2018-06-08 at 2.48.00 PM.jpg,apple,rotten,1,test,0.824407,rotten,True,-2.1043067,-3.2976599,-21.720757,-23.21191
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\Screen Shot 2018-06-12 at 10.00.07 PM.jpg,banana,fresh,0,test,0.11110746,fresh,True,2.3153539,-0.89538485,9.720764,0.32280898
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\capsicum3_8.jpg_0_7539.jpg,bellpepper,fresh,0,test,0.033205003,fresh,True,3.6108646,1.9351805,9.617276,14.781134
C:\Users\antoc\FreshOrRotten\data\raw\Mango_Rotten\rottenMango (54).jpg,mango,rotten,1,test,0.5299146,rotten,True,-0.8958256,-2.915484,-15.621786,1.4757985
C:\Users\antoc\FreshOrRotten\data\raw\Mango_Fresh\freshMango (11).jpg,mango,fresh,0,test,0.09248623,fresh,True,4.5561166,-2.0380168,47.63054,-17.512825
C:\Users\antoc\FreshOrRotten\data\raw\Kaki_Fresh\Image525.jpg,kaki,fresh,0,test,0.037150316,fresh,True,3.5679717,5.862713,13.156053,47.490036
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_143854_23064.jpg,pomegranate,fresh,0,test,0.0038381566,fresh,True,7.148385,0.067626625,45.63,1.7696321
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Fresh\IMG_20190902_111254_1.jpg,lime,fresh,0,test,0.030696148,fresh,True,3.6688948,-0.57698035,31.085978,-3.0194106
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\20190812_182420.jpg,apple,fresh,0,test,0.33188307,fresh,True,0.5895231,0.90456337,-9.322022,26.968987
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG_20190924_151618.jpg,orange,fresh,0,test,0.04925447,fresh,True,3.197692,-1.3096617,32.84355,-7.2769322
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\Image1031.jpg,banana,rotten,1,test,0.999376,rotten,True,-9.354911,6.400072,-46.84527,28.236685
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153216_25550.jpg,pomegranate,fresh,0,test,0.025932858,fresh,True,4.002983,1.0524223,22.645063,31.498177
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\FreshBanana (17)_1.jpg,banana,fresh,0,test,0.5576915,rotten,False,-0.63583577,-3.2418501,1.2248392,-18.992048
C:\Users\antoc\FreshOrRotten\data\raw\Papaya_Rotten\Image1963.jpg,papaya,rotten,1,test,0.9899962,rotten,True,-6.2753296,-0.49518472,-47.955006,-10.977291
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_15_Screen Shot 2018-06-07 at 2.39.53 PM.jpg,apple,rotten,1,test,0.8567428,rotten,True,-2.537511,-1.6713799,-27.298527,-38.036686
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\Image317.jpg,tomato,fresh,0,test,0.0088704955,fresh,True,5.9004655,-1.4392989,36.256927,-48.339844
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\Screen Shot 2018-06-12 at 11.53.33 PM.jpg,orange,fresh,0,test,0.038153093,fresh,True,3.6811092,-3.3194153,25.427399,-43.589592
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\rottenStrawberry (399)1.jpg,strawberry,rotten,1,test,0.99739707,rotten,True,-8.305168,1.1108391,-44.217236,-0.47758943
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\saltandpepper_Screen Shot 2018-06-12 at 11.42.20 PM.jpg,orange,rotten,1,test,0.9973024,rotten,True,-9.516821,0.5331514,-45.83029,-4.3203173
C:\Users\antoc\FreshOrRotten\data\raw\Grape_Rotten\Image1335.jpg,grape,rotten,1,test,0.99920124,rotten,True,-10.629769,2.6750612,-64.78218,5.4116077
